BANK_ID,BANK_NAME,IFS_CODE,EST_YEAR
1445,BANK1445,BANK656265,1993
1446,BANK1446,BANK320356,1970
1447,BANK1447,BANK255839,1959
1448,BANK1448,BANK740507,1960
1449,BANK1449,BANK835852,1990
1450,BANK1450,BANK33000,1968
1451,BANK1451,BANK731882,2008
1452,BANK1452,BANK822159,1991
1453,BANK1453,BANK658335,1951
1454,BANK1454,BANK466651,2006
1455,BANK1455,BANK51447,1963
1456,BANK1456,BANK403520,1983
1457,BANK1457,BANK806402,1979
1458,BANK1458,BANK128159,2012
1459,BANK1459,BANK100439,1992
1460,BANK1460,BANK469954,1989
1461,BANK1461,BANK999441,1966
1462,BANK1462,BANK531878,2009
1463,BANK1463,BANK402642,1963
1464,BANK1464,BANK54481,1976
1465,BANK1465,BANK390443,1956
1466,BANK1466,BANK942388,2004
1467,BANK1467,BANK873697,1988
1468,BANK1468,BANK743230,1964
1469,BANK1469,BANK147677,1950
1470,BANK1470,BANK418188,1976
1471,BANK1471,BANK133824,1964
1472,BANK1472,BANK961926,2012
1473,BANK1473,BANK863170,2013
1474,BANK1474,BANK362909,1999
1475,BANK1475,BANK786585,1991
1476,BANK1476,BANK363713,2012
1477,BANK1477,BANK411129,1966
1478,BANK1478,BANK367367,1968
1479,BANK1479,BANK473030,1999
1480,BANK1480,BANK176879,1970
1481,BANK1481,BANK194478,2012
1482,BANK1482,BANK731397,1999
1483,BANK1483,BANK301158,1960
1484,BANK1484,BANK650305,1989
1485,BANK1485,BANK937356,1955
1486,BANK1486,BANK975146,1977
1487,BANK1487,BANK43902,2007
1488,BANK1488,BANK961293,1951
1489,BANK1489,BANK523700,1954
1490,BANK1490,BANK673607,1974
1491,BANK1491,BANK309771,1994
1492,BANK1492,BANK747114,1955
1493,BANK1493,BANK240847,1983
1494,BANK1494,BANK178318,1966
1495,BANK1495,BANK622219,1961
1496,BANK1496,BANK148330,1990
1497,BANK1497,BANK659354,1998
1498,BANK1498,BANK104419,2010
1499,BANK1499,BANK24080,1994
1500,BANK1500,BANK297949,1987
1501,BANK1501,BANK51242,1965
1502,BANK1502,BANK227017,1970
1503,BANK1503,BANK959465,1965
1504,BANK1504,BANK475261,1987
1505,BANK1505,BANK438743,1959
1506,BANK1506,BANK523166,1968
1507,BANK1507,BANK162633,1972
1508,BANK1508,BANK776182,1965
1509,BANK1509,BANK782289,1994
1510,BANK1510,BANK266237,1963
1511,BANK1511,BANK551309,1972
1512,BANK1512,BANK241342,2008
1513,BANK1513,BANK311623,2013
1514,BANK1514,BANK34738,2004
1515,BANK1515,BANK822006,1998
1516,BANK1516,BANK297866,1981
1517,BANK1517,BANK142900,1978
1518,BANK1518,BANK279885,1980
1519,BANK1519,BANK698766,2007
1520,BANK1520,BANK996065,1950
1521,BANK1521,BANK158441,1992
1522,BANK1522,BANK627825,1996
1523,BANK1523,BANK967469,1975
1524,BANK1524,BANK345969,1958
1525,BANK1525,BANK216956,1975
1526,BANK1526,BANK760862,2007
1527,BANK1527,BANK58922,1998
1528,BANK1528,BANK212440,1982
1529,BANK1529,BANK556750,2011
1530,BANK1530,BANK225225,1981
1531,BANK1531,BANK293456,2006
1532,BANK1532,BANK143192,1953
1533,BANK1533,BANK388833,2011
1534,BANK1534,BANK621075,1952
1535,BANK1535,BANK537226,1973
1536,BANK1536,BANK925225,2008
1537,BANK1537,BANK698643,1978
1538,BANK1538,BANK684177,1957
1539,BANK1539,BANK42966,1987
1540,BANK1540,BANK990568,2013
1541,BANK1541,BANK177594,2013
1542,BANK1542,BANK549361,1953
1543,BANK1543,BANK882386,1997
1544,BANK1544,BANK305203,1966
1545,BANK1545,BANK982321,1997
1546,BANK1546,BANK138599,1993
1547,BANK1547,BANK282635,2000
1548,BANK1548,BANK357198,1977
1549,BANK1549,BANK327068,1996
1550,BANK1550,BANK392388,2012
1551,BANK1551,BANK239051,1978
1552,BANK1552,BANK790065,1966
1553,BANK1553,BANK989687,1963
1554,BANK1554,BANK591583,2014
1555,BANK1555,BANK511713,1957
1556,BANK1556,BANK357309,2006
1557,BANK1557,BANK512608,2000
1558,BANK1558,BANK819465,1951
1559,BANK1559,BANK308206,1993
1560,BANK1560,BANK361657,2003
1561,BANK1561,BANK100098,2011
1562,BANK1562,BANK77155,1951
1563,BANK1563,BANK321288,2000
1564,BANK1564,BANK58350,1985
1565,BANK1565,BANK685042,2002
1566,BANK1566,BANK779687,1969
1567,BANK1567,BANK921911,1977
1568,BANK1568,BANK832046,1998
1569,BANK1569,BANK168120,1979
1570,BANK1570,BANK639241,1962
1571,BANK1571,BANK736355,1979
1572,BANK1572,BANK672601,1998
1573,BANK1573,BANK164845,1990
1574,BANK1574,BANK455813,1954
1575,BANK1575,BANK392056,1992
1576,BANK1576,BANK451260,2000
1577,BANK1577,BANK772079,1974
1578,BANK1578,BANK86803,1992
1579,BANK1579,BANK320548,1970
1580,BANK1580,BANK140764,1999
1581,BANK1581,BANK863309,2012
1582,BANK1582,BANK80133,1953
1583,BANK1583,BANK582051,1964
1584,BANK1584,BANK935281,1954
1585,BANK1585,BANK459922,1987
1586,BANK1586,BANK676767,1975
1587,BANK1587,BANK256922,1990
1588,BANK1588,BANK135973,2001
1589,BANK1589,BANK961523,2002
1590,BANK1590,BANK684538,1989
1591,BANK1591,BANK30485,1994
1592,BANK1592,BANK728464,2014
1593,BANK1593,BANK50274,2009
1594,BANK1594,BANK978524,2001
1595,BANK1595,BANK610901,1999
1596,BANK1596,BANK921517,2009
1597,BANK1597,BANK93862,1959
1598,BANK1598,BANK866603,1992
1599,BANK1599,BANK56323,1983
1600,BANK1600,BANK863524,2009
1601,BANK1601,BANK608661,1960
1602,BANK1602,BANK913731,1955
1603,BANK1603,BANK471786,1978
1604,BANK1604,BANK771393,2002
1605,BANK1605,BANK646551,2011
1606,BANK1606,BANK510932,1954
1607,BANK1607,BANK230416,1971
1608,BANK1608,BANK922107,1971
1609,BANK1609,BANK464640,2002
1610,BANK1610,BANK326245,1986
1611,BANK1611,BANK590806,1968
1612,BANK1612,BANK803275,1979
1613,BANK1613,BANK807376,1955
1614,BANK1614,BANK317756,2003
1615,BANK1615,BANK622405,1992
1616,BANK1616,BANK405430,1989
1617,BANK1617,BANK791750,2004
1618,BANK1618,BANK728513,1999
1619,BANK1619,BANK224821,2002
1620,BANK1620,BANK201354,1957
1621,BANK1621,BANK256035,1965
1622,BANK1622,BANK803132,1990
1623,BANK1623,BANK940945,1951
1624,BANK1624,BANK573042,2010
1625,BANK1625,BANK750347,1984
1626,BANK1626,BANK843279,2010
1627,BANK1627,BANK20091,1953
1628,BANK1628,BANK702091,1966
1629,BANK1629,BANK418632,1983
1630,BANK1630,BANK946060,1963
1631,BANK1631,BANK184822,1952
1632,BANK1632,BANK232561,1992
1633,BANK1633,BANK725987,2009
1634,BANK1634,BANK604781,2014
1635,BANK1635,BANK206976,1967
1636,BANK1636,BANK922190,1969
1637,BANK1637,BANK82494,1983
1638,BANK1638,BANK984016,2002
1639,BANK1639,BANK821026,1968
1640,BANK1640,BANK304712,1951
1641,BANK1641,BANK518251,1968
1642,BANK1642,BANK367821,1963
1643,BANK1643,BANK232093,1954
1644,BANK1644,BANK907886,2007
1645,BANK1645,BANK22216,1975
1646,BANK1646,BANK744711,1976
1647,BANK1647,BANK246108,2006
1648,BANK1648,BANK895819,2002
1649,BANK1649,BANK367165,1984
1650,BANK1650,BANK369038,1973
1651,BANK1651,BANK698960,2013
1652,BANK1652,BANK488019,2007
1653,BANK1653,BANK139638,1964
1654,BANK1654,BANK70317,1970
1655,BANK1655,BANK218400,2014
1656,BANK1656,BANK311208,1989
1657,BANK1657,BANK207247,1979
1658,BANK1658,BANK172091,1986
1659,BANK1659,BANK773473,1993
1660,BANK1660,BANK82619,2002
1661,BANK1661,BANK508259,1970
1662,BANK1662,BANK644982,1964
1663,BANK1663,BANK407563,1983
1664,BANK1664,BANK110489,2000
1665,BANK1665,BANK609556,1959
1666,BANK1666,BANK610696,1993
1667,BANK1667,BANK7566,1984
1668,BANK1668,BANK253224,2014
1669,BANK1669,BANK219057,2009
1670,BANK1670,BANK276287,1967
1671,BANK1671,BANK361527,2002
1672,BANK1672,BANK120179,1993
1673,BANK1673,BANK747111,2005
1674,BANK1674,BANK497609,1971
1675,BANK1675,BANK759178,2013
1676,BANK1676,BANK646458,1974
1677,BANK1677,BANK22688,1981
1678,BANK1678,BANK736830,1997
1679,BANK1679,BANK457270,1960
1680,BANK1680,BANK822599,1973
1681,BANK1681,BANK931752,2013
1682,BANK1682,BANK416178,1981
1683,BANK1683,BANK359176,1998
1684,BANK1684,BANK806500,1988
1685,BANK1685,BANK904166,1954
1686,BANK1686,BANK468054,1972
1687,BANK1687,BANK371409,1982
1688,BANK1688,BANK849202,1969
1689,BANK1689,BANK497038,2005
1690,BANK1690,BANK207456,1993
1691,BANK1691,BANK764710,2007
1692,BANK1692,BANK667323,1964
1693,BANK1693,BANK683088,1953
1694,BANK1694,BANK483556,1959
1695,BANK1695,BANK59744,1966
1696,BANK1696,BANK961418,1956
1697,BANK1697,BANK190448,2002
1698,BANK1698,BANK778559,1958
1699,BANK1699,BANK75548,1975
1700,BANK1700,BANK309005,1968
1701,BANK1701,BANK656676,1967
1702,BANK1702,BANK892767,2002
1703,BANK1703,BANK383168,2007
1704,BANK1704,BANK569596,1991
1705,BANK1705,BANK526100,1985
1706,BANK1706,BANK278933,1980
1707,BANK1707,BANK647114,1993
1708,BANK1708,BANK183442,1953
1709,BANK1709,BANK552365,1977
1710,BANK1710,BANK12195,2006
1711,BANK1711,BANK210651,2003
1712,BANK1712,BANK487722,2009
1713,BANK1713,BANK76037,1971
1714,BANK1714,BANK390472,1988
1715,BANK1715,BANK773996,2013
1716,BANK1716,BANK332259,1979
1717,BANK1717,BANK823142,1998
1718,BANK1718,BANK18650,1968
1719,BANK1719,BANK47250,1994
1720,BANK1720,BANK408590,2007
1721,BANK1721,BANK48493,1991
1722,BANK1722,BANK419112,1964
1723,BANK1723,BANK144310,1995
1724,BANK1724,BANK316596,1959
1725,BANK1725,BANK982406,2007
1726,BANK1726,BANK178261,1953
1727,BANK1727,BANK343046,1993
1728,BANK1728,BANK884831,1997
1729,BANK1729,BANK169552,1983
1730,BANK1730,BANK945513,1954
1731,BANK1731,BANK112530,1995
1732,BANK1732,BANK827174,1959
1733,BANK1733,BANK130635,1956
1734,BANK1734,BANK805206,1999
1735,BANK1735,BANK37968,1974
1736,BANK1736,BANK233072,1999
1737,BANK1737,BANK992211,2014
1738,BANK1738,BANK351797,1990
1739,BANK1739,BANK395054,2011
1740,BANK1740,BANK270655,1959
1741,BANK1741,BANK862871,1964
1742,BANK1742,BANK699512,2008
1743,BANK1743,BANK904529,1992
1744,BANK1744,BANK494126,1979
1745,BANK1745,BANK784325,1976
1746,BANK1746,BANK74726,1996
1747,BANK1747,BANK572453,2002
1748,BANK1748,BANK230492,2006
1749,BANK1749,BANK77901,1997
1750,BANK1750,BANK795475,1999
1751,BANK1751,BANK846002,2007
1752,BANK1752,BANK422849,2010
1753,BANK1753,BANK994667,1991
1754,BANK1754,BANK782097,1950
1755,BANK1755,BANK330901,1996
1756,BANK1756,BANK742714,1976
1757,BANK1757,BANK461115,1997
1758,BANK1758,BANK124596,1975
1759,BANK1759,BANK581546,1980
1760,BANK1760,BANK83553,1973
1761,BANK1761,BANK339727,1963
1762,BANK1762,BANK155316,1986
1763,BANK1763,BANK943475,1951
1764,BANK1764,BANK265530,2001
1765,BANK1765,BANK499979,1957
1766,BANK1766,BANK583618,1997
1767,BANK1767,BANK248071,1987
1768,BANK1768,BANK420943,1970
1769,BANK1769,BANK587631,1982
1770,BANK1770,BANK994033,1957
1771,BANK1771,BANK999321,1959
1772,BANK1772,BANK593408,1983
1773,BANK1773,BANK652564,1965
